"Daily temperatures (mean, min, max) for Richmond, VA. Jan 1, 1939 - Feb 20, 2024",,,
Datasource: NCDC Daily Data,,,
"Station: USW00013740, Richmond Airport",,,
,,,
YEARMONTHDAY,TAVG,TMAX,TMIN
20001030,52,67,36
20001031,50,63,36
20001101,51,65,37
20001102,53,70,36
20001103,57,75,39
20001104,61,72,50
20001105,50,62,37
20001106,47,60,33
20001107,51,63,39
20001108,58,72,44
20001109,61,68,54
20001110,60,69,50
20001111,54,63,44
20001112,50,59,40
20001113,50,60,39
20001114,44,54,34
20001115,40,51,29
20001116,40,52,27
20001117,45,56,33
20001118,36,45,27
20001119,38,41,34
20001120,43,52,33
20001121,35,42,28
20001122,28,39,17
20001123,30,39,21
20001124,34,44,23
20001125,44,57,31
20001126,53,60,45
20001127,50,60,40
20001128,45,59,31
20001129,39,50,27
20001130,42,52,31
20001201,37,49,25
20001202,36,46,26
20001203,28,32,23
20001204,34,47,20
20001205,37,51,22
20001206,30,36,23
20001207,39,47,30
20001208,44,57,30
20001209,34,42,25
20001210,32,36,28
20001211,40,48,31
20001212,42,55,29
20001213,32,39,24
20001214,40,49,31
20001215,37,44,29
20001216,45,55,34
20001217,49,67,31
20001218,35,43,27
20001219,38,47,28
20001220,26,31,20
20001221,27,36,17
20001222,30,41,19
20001223,22,31,13
20001224,33,45,21
20001225,25,31,19
20001226,23,32,13
20001227,29,39,19
20001228,28,32,23
20001229,25,32,17
20001230,26,33,19
20001231,29,39,18
20010101,30,38,22
20010102,29,37,21
20010103,25,38,12
20010104,30,42,18
20010105,30,42,18
20010106,36,49,23
20010107,41,58,23
20010108,42,48,36
20010109,33,38,28
20010110,40,52,27
20010111,44,63,24
20010112,38,48,28
20010113,38,50,25
20010114,37,49,25
20010115,48,59,37
20010116,43,51,34
20010117,36,47,25
20010118,37,40,34
20010119,41,44,38
20010120,37,39,34
20010121,32,40,24
20010122,31,39,22
20010123,33,43,22
20010124,37,50,23
20010125,34,41,27
20010126,31,42,20
20010127,41,55,26
20010128,34,47,20
20010129,42,53,31
20010130,55,67,43
20010131,52,64,39
20010201,42,53,31
20010202,43,53,32
20010203,33,42,24
20010204,36,47,25
20010205,41,46,36
20010206,43,56,29
20010207,42,56,27
20010208,48,65,31
20010209,58,70,46
20010210,50,63,37
20010211,34,41,27
20010212,32,35,28
20010213,44,54,33
20010214,49,56,42
20010215,56,66,45
20010216,44,46,41
20010217,38,49,27
20010218,29,38,20
20010219,38,51,24
20010220,51,69,33
20010221,49,65,32
20010222,28,32,24
20010223,33,49,17
20010224,38,48,28
20010225,51,65,36
20010226,53,65,40
20010227,44,59,28
20010228,42,48,36
20010301,41,52,30
20010302,51,63,38
20010303,44,53,35
20010304,44,47,41
20010305,39,47,31
20010306,34,41,26
20010307,42,50,34
20010308,40,53,27
20010309,44,54,33
20010310,37,49,25
20010311,48,67,29
20010312,47,59,35
20010313,60,73,46
20010314,54,65,42
20010315,45,50,39
20010316,48,54,41
20010317,54,64,43
20010318,45,54,35
20010319,42,55,29
20010320,41,52,30
20010321,50,55,44
20010322,52,61,42
20010323,50,64,35
20010324,54,74,34
20010325,42,51,32
20010326,37,46,27
20010327,33,44,22
20010328,38,53,23
20010329,50,62,38
20010330,55,66,43
20010331,49,53,44
20010401,45,48,41
20010402,50,60,39
20010403,46,53,39
20010404,51,59,42
20010405,49,64,33
20010406,62,78,46
20010407,68,84,52
20010408,67,85,48
20010409,74,92,56
20010410,66,80,51
20010411,50,61,39
20010412,70,84,56
20010413,68,76,59
20010414,62,76,48
20010415,64,77,50
20010416,56,61,45
20010417,45,51,38
20010418,45,53,36
20010419,46,63,29
20010420,57,72,42
20010421,67,79,54
20010422,72,85,59
20010423,72,86,58
20010424,71,86,56
20010425,48,56,40
20010426,52,66,37
20010427,59,78,40
20010428,60,72,47
20010429,54,68,40
20010430,58,76,40
20010501,66,82,50
20010502,71,84,58
20010503,72,85,58
20010504,72,87,57
20010505,73,88,58
20010506,58,68,47
20010507,55,68,42
20010508,59,73,45
20010509,64,77,51
20010510,68,83,52
20010511,72,89,54
20010512,74,87,61
20010513,61,70,51
20010514,58,72,44
20010515,54,63,45
20010516,59,70,47
20010517,58,63,52
20010518,65,73,57
20010519,64,74,53
20010520,66,71,61
20010521,66,71,61
20010522,75,85,64
20010523,67,76,57
20010524,65,80,50
20010525,72,85,59
20010526,64,67,61
20010527,71,81,60
20010528,66,73,58
20010529,68,77,58
20010530,64,75,53
20010531,60,73,47
20010601,66,76,56
20010602,72,82,61
20010603,68,79,56
20010604,65,73,57
20010605,73,82,63
20010606,76,86,66
20010607,72,77,67
20010608,73,80,65
20010609,73,83,63
20010610,74,84,63
20010611,73,85,60
20010612,78,90,66
20010613,80,90,69
20010614,80,88,72
20010615,77,80,73
20010616,78,84,72
20010617,78,87,68
20010618,75,85,64
20010619,74,86,62
20010620,77,88,65
20010621,77,88,66
20010622,79,88,70
20010623,73,80,65
20010624,72,80,63
20010625,74,84,63
20010626,75,86,63
20010627,77,90,63
20010628,82,93,70
20010629,82,94,69
20010630,84,95,72
20010701,82,90,74
20010702,66,76,56
20010703,66,79,53
20010704,81,92,70
20010705,81,91,70
20010706,71,82,59
20010707,71,86,56
20010708,76,83,68
20010709,81,91,70
20010710,80,94,65
20010711,80,95,64
20010712,74,86,62
20010713,73,84,61
20010714,74,87,60
20010715,73,87,59
20010716,76,91,61
20010717,80,94,66
20010718,77,80,73
20010719,74,82,65
20010720,72,83,61
20010721,70,85,55
20010722,73,89,57
20010723,81,92,69
20010724,83,91,74
20010725,84,93,75
20010726,78,85,70
20010727,72,80,63
20010728,69,79,58
20010729,66,70,62
20010730,73,80,66
20010731,72,82,62
20010801,73,87,59
20010802,72,85,59
20010803,75,87,63
20010804,78,88,68
20010805,80,91,69
20010806,82,92,72
20010807,84,96,71
20010808,85,97,72
20010809,86,98,74
20010810,86,98,73
20010811,79,84,73
20010812,80,89,71
20010813,78,84,72
20010814,78,86,70
20010815,77,87,66
20010816,76,86,65
20010817,80,89,70
20010818,77,83,70
20010819,77,82,71
20010820,80,88,72
20010821,75,84,66
20010822,75,87,63
20010823,77,89,65
20010824,76,83,68
20010825,74,83,65
20010826,73,85,61
20010827,80,92,68
20010828,79,88,69
20010829,78,86,69
20010830,80,88,71
20010831,79,88,69
20010901,74,79,68
20010902,72,80,63
20010903,71,80,61
20010904,74,81,67
20010905,72,82,62
20010906,71,82,59
20010907,70,83,57
20010908,74,85,62
20010909,75,85,64
20010910,79,88,69
20010911,72,83,61
20010912,70,81,59
20010913,71,84,57
20010914,59,67,51
20010915,60,71,48
20010916,61,75,47
20010917,64,79,49
20010918,70,84,55
20010919,70,83,57
20010920,71,78,64
20010921,72,79,65
20010922,73,84,61
20010923,73,85,61
20010924,75,82,67
20010925,61,71,50
20010926,55,66,43
20010927,60,75,44
20010928,59,69,49
20010929,57,66,48
20010930,57,64,49
20011001,58,68,48
20011002,65,80,49
20011003,70,84,56
20011004,70,84,55
20011005,69,83,55
20011006,59,70,47
20011007,51,62,39
20011008,48,60,35
20011009,49,64,33
20011010,58,74,41
20011011,65,78,51
20011012,65,77,52
20011013,69,81,56
20011014,69,80,57
20011015,61,72,49
20011016,62,75,48
20011017,52,63,40
20011018,48,61,34
20011019,53,69,37
20011020,64,77,50
20011021,62,80,44
20011022,68,83,53
20011023,68,83,53
20011024,73,86,59
20011025,67,79,55
20011026,54,62,45
20011027,47,55,39
20011028,45,54,35
20011029,46,60,31
20011030,51,69,33
20011031,54,67,40
20011101,59,75,43
20011102,68,80,55
20011103,64,74,53
20011104,57,68,45
20011105,52,60,43
20011106,49,60,37
20011107,55,74,35
20011108,58,73,42
20011109,50,62,37
20011110,53,73,33
20011111,50,62,38
20011112,44,56,31
20011113,44,57,30
20011114,50,68,32
20011115,52,70,34
20011116,58,77,39
20011117,55,65,45
20011118,49,62,35
20011119,56,72,40
20011120,48,60,35
20011121,40,51,29
20011122,43,59,26
20011123,48,63,32
20011124,57,64,49
20011125,65,69,61
20011126,62,71,53
20011127,61,66,55
20011128,65,73,56
20011129,64,70,57
20011130,69,75,63
20011201,64,74,53
20011202,49,58,39
20011203,47,60,34
20011204,52,69,34
20011205,61,78,43
20011206,63,77,48
20011207,60,65,55
20011208,54,57,50
20011209,46,55,37
20011210,41,51,31
20011211,48,50,45
20011212,48,50,46
20011213,56,63,48
20011214,64,71,56
20011215,52,63,40
20011216,42,51,33
20011217,50,65,35
20011218,48,61,35
20011219,44,57,31
20011220,43,50,36
20011221,41,51,30
20011222,36,47,25
20011223,44,61,27
20011224,47,60,33
20011225,33,45,21
20011226,33,43,22
20011227,32,42,22
20011228,36,48,24
20011229,43,58,27
20011230,28,36,20
20011231,28,38,17
20020101,28,36,19
20020102,27,34,20
20020103,29,31,26
20020104,30,39,21
20020105,33,47,18
20020106,34,34,21
20020107,35,38,32
20020108,33,41,24
20020109,41,55,27
20020110,56,65,47
20020111,46,55,37
20020112,39,51,27
20020113,42,51,32
20020114,40,55,25
20020115,48,58,37
20020116,36,48,24
20020117,46,54,37
20020118,41,51,31
20020119,35,38,31
20020120,36,44,27
20020121,41,49,32
20020122,44,57,31
20020123,42,49,35
20020124,57,69,44
20020125,46,58,33
20020126,45,60,29
20020127,49,67,30
20020128,59,71,46
20020129,60,76,44
20020130,68,81,54
20020131,54,58,49
20020201,64,79,48
20020202,39,48,30
20020203,37,46,28
20020204,37,47,26
20020205,29,39,19
20020206,38,51,24
20020207,37,41,33
20020208,44,60,27
20020209,43,57,29
20020210,45,58,32
20020211,40,54,26
20020212,40,57,22
20020213,43,53,32
20020214,36,48,23
20020215,43,57,28
20020216,52,62,42
20020217,41,49,32
20020218,38,49,27
20020219,43,64,22
20020220,57,68,46
20020221,55,67,42
20020222,48,61,34
20020223,40,49,31
20020224,41,55,26
20020225,44,62,25
20020226,56,71,40
20020227,41,54,27
20020228,33,42,23
20020301,35,50,20
20020302,44,60,28
20020303,52,61,43
20020304,34,43,25
20020305,31,47,14
20020306,46,63,29
20020307,53,70,35
20020308,55,71,38
20020309,64,75,52
20020310,49,66,32
20020311,39,51,26
20020312,46,56,36
20020313,50,52,47
20020314,59,71,47
20020315,66,81,51
20020316,68,81,54
20020317,48,54,42
20020318,45,48,42
20020319,46,48,43
20020320,47,51,42
20020321,50,60,39
20020322,34,42,26
20020323,38,54,21
20020324,50,69,30
20020325,59,71,46
20020326,57,70,44
20020327,47,55,38
20020328,43,54,32
20020329,56,69,42
20020330,,77,57
20020331,53,57,49
20020401,55,66,43
20020402,58,74,41
20020403,64,83,45
20020404,46,55,36
20020405,45,54,35
20020406,42,50,34
20020407,43,56,29
20020408,55,73,37
20020409,66,77,55
20020410,58,69,46
20020411,55,70,40
20020412,61,72,49
20020413,69,78,59
20020414,71,84,57
20020415,74,86,62
20020416,77,91,62
20020417,79,94,64
20020418,77,90,64
20020419,76,89,62
20020420,74,83,65
20020421,59,66,51
20020422,62,74,49
20020423,50,58,41
20020424,52,65,38
20020425,62,77,47
20020426,53,66,40
20020427,56,71,41
20020428,70,79,60
20020429,59,70,47
20020430,55,71,38
20020501,64,76,52
20020502,73,86,59
20020503,60,68,52
20020504,53,61,45
20020505,58,69,46
20020506,60,74,45
20020507,72,86,58
20020508,71,80,61
20020509,71,82,59
20020510,74,82,65
20020511,66,72,59
20020512,72,85,59
20020513,74,87,60
20020514,61,68,53
20020515,61,72,50
20020516,65,81,49
20020517,75,85,64
20020518,60,73,46
20020519,52,61,42
20020520,52,62,41
20020521,52,61,43
20020522,53,67,38
20020523,58,74,41
20020524,68,86,49
20020525,70,81,59
20020526,74,88,60
20020527,73,85,61
20020528,72,84,59
20020529,72,83,61
20020530,73,85,60
20020531,77,90,63
20020601,85,94,75
20020602,80,94,65
20020603,72,82,61
20020604,76,89,63
20020605,84,96,71
20020606,80,93,66
20020607,65,74,55
20020608,64,76,52
20020609,67,83,50
20020610,75,91,59
20020611,79,94,63
20020612,82,95,69
20020613,82,95,68
20020614,77,86,67
20020615,71,83,59
20020616,71,86,55
20020617,73,83,63
20020618,71,81,60
20020619,74,86,61
20020620,74,85,62
20020621,71,86,56
20020622,73,87,58
20020623,76,90,62
20020624,85,98,71
20020625,85,96,73
20020626,85,95,74
20020627,81,91,70
20020628,79,88,70
20020629,77,89,65
20020630,75,88,62
20020701,81,92,69
20020702,83,97,69
20020703,86,99,72
20020704,86,100,72
20020705,85,96,74
20020706,76,87,65
20020707,76,92,60
20020708,81,96,66
20020709,84,97,71
20020710,83,90,75
20020711,68,80,56
20020712,69,85,52
20020713,76,90,62
20020714,73,76,69
20020715,79,90,67
20020716,83,95,70
20020717,84,97,70
20020718,85,97,73
20020719,84,96,72
20020720,82,92,71
20020721,80,91,68
20020722,82,95,69
20020723,83,93,73
20020724,78,83,73
20020725,74,77,71
20020726,72,75,68
20020727,78,86,70
20020728,84,97,70
20020729,88,100,75
20020730,87,97,76
20020731,83,94,71
20020801,85,99,70
20020802,85,97,73
20020803,82,94,69
20020804,83,96,70
20020805,84,96,71
20020806,75,86,63
20020807,71,82,59
20020808,71,85,57
20020809,73,88,58
20020810,74,90,58
20020811,80,96,64
20020812,84,99,68
20020813,86,99,73
20020814,84,96,72
20020815,85,96,73
20020816,83,92,73
20020817,85,96,74
20020818,85,97,72
20020819,86,98,73
20020820,84,94,73
20020821,82,90,73
20020822,82,95,69
20020823,89,101,77
20020824,87,99,74
20020825,82,92,72
20020826,77,83,71
20020827,73,79,66
20020828,68,72,64
20020829,65,68,61
20020830,68,72,64
20020831,68,72,63
20020901,68,71,64
20020902,70,77,63
20020903,74,87,61
20020904,82,94,69
20020905,76,85,66
20020906,72,82,62
20020907,70,81,59
20020908,72,82,61
20020909,74,87,61
20020910,77,85,69
20020911,77,88,65
20020912,67,77,56
20020913,67,82,52
20020914,72,81,62
20020915,75,79,70
20020916,76,82,70
20020917,74,83,64
20020918,72,83,60
20020919,72,81,62
20020920,75,84,65
20020921,76,85,66
20020922,75,86,64
20020923,68,73,62
20020924,67,79,55
20020925,68,77,58
20020926,66,69,63
20020927,76,86,66
20020928,70,79,60
20020929,67,77,56
20020930,68,78,57
20021001,70,81,58
20021002,76,87,64
20021003,78,88,67
20021004,75,85,65
20021005,78,89,66
20021006,65,73,57
20021007,71,82,60
20021008,61,68,54
20021009,61,70,52
20021010,66,72,59
20021011,68,70,65
20021012,68,74,62
20021013,67,73,61
20021014,54,63,45
20021015,53,61,44
20021016,56,62,50
20021017,57,65,49
20021018,50,62,38
20021019,56,68,43
20021020,60,64,55
20021021,52,56,48
20021022,54,62,45
20021023,57,70,43
20021024,55,60,50
20021025,53,59,46
20021026,62,72,51
20021027,60,65,54
20021028,52,56,47
20021029,46,48,44
20021030,43,45,40
20021031,44,51,36
20021101,46,57,34
20021102,41,52,30
20021103,44,55,32
20021104,50,58,42
20021105,46,52,40
20021106,48,52,43
20021107,45,54,36
20021108,49,65,33
20021109,57,70,44
20021110,65,74,56
20021111,66,74,58
20021112,57,64,50
20021113,46,54,37
20021114,48,62,33
20021115,51,64,37
20021116,53,54,51
20021117,47,51,43
20021118,43,52,33
20021119,44,58,30
20021120,47,59,34
20021121,50,59,41
20021122,47,54,39
20021123,43,50,35
20021124,49,62,35
20021125,52,67,37
20021126,47,54,39
20021127,39,47,31
20021128,33,41,24
20021129,37,52,21
20021130,49,59,39
20021201,34,41,27
20021202,38,51,24
20021203,31,44,18
20021204,44,32,17
20021205,29,32,25
20021206,30,37,23
20021207,30,41,19
20021208,40,52,27
20021209,33,39,27
20021210,32,37,26
20021211,34,37,31
20021212,42,50,34
20021213,36,40,32
20021214,46,52,39
20021215,42,54,29
20021216,43,52,33
20021217,35,42,28
20021218,39,45,32
20021219,47,57,36
20021220,54,63,44
20021221,46,55,37
20021222,48,62,33
20021223,43,51,35
20021224,41,47,35
20021225,40,45,34
20021226,38,46,30
20021227,34,41,26
20021228,36,48,24
20021229,41,53,29
20021230,43,57,28
20021231,51,67,35
20030101,58,64,51
20030102,47,51,42
20030103,40,45,34
20030104,35,43,27
20030105,34,41,26
20030106,40,48,31
20030107,34,41,26
20030108,48,56,39
20030109,57,67,47
20030110,46,52,39
20030111,33,40,25
20030112,29,37,21
20030113,35,49,20
20030114,42,37,27
20030115,29,37,21
20030116,25,32,18
20030117,26,32,20
20030118,17,25,8
20030119,26,34,17
20030120,42,55,29
20030121,27,30,23
20030122,27,34,20
20030123,19,23,15
20030124,27,38,15
20030125,29,39,19
20030126,35,48,21
20030127,23,33,13
20030128,26,41,10
20030129,33,45,35
20030130,33,35,31
20030131,34,35,32
20030201,39,45,33
20030202,37,47,27
20030203,42,54,30
20030204,47,60,33
20030205,37,45,28
20030206,33,39,27
20030207,35,38,31
20030208,31,39,22
20030209,35,47,23
20030210,36,40,32
20030211,37,48,25
20030212,40,49,30
20030213,35,48,21
20030214,37,48,25
20030215,35,43,26
20030216,23,26,20
20030217,24,26,21
20030218,32,37,26
20030219,38,48,28
20030220,44,52,35
20030221,44,50,38
20030222,50,62,38
20030223,47,62,32
20030224,44,63,25
20030225,39,46,31
20030226,30,31,28
20030227,30,33,27
20030228,34,37,31
20030301,41,46,35
20030302,50,59,41
20030303,36,45,26
20030304,39,55,23
20030305,58,71,44
20030306,49,66,32
20030307,34,37,30
20030308,44,61,26
20030309,56,72,40
20030310,38,47,29
20030311,37,46,28
20030312,49,69,28
20030313,58,79,43
20030314,41,51,31
20030315,40,52,27
20030316,50,60,40
20030317,58,61,54
20030318,61,70,52
20030319,47,52,41
20030320,51,63,39
20030321,55,63,46
20030322,58,70,46
20030323,54,68,40
20030324,56,68,43
20030325,57,74,40
20030326,64,80,47
20030327,54,65,42
20030328,57,72,42
20030329,65,74,55
20030330,45,55,34
20030331,40,49,30
20030401,51,67,34
20030402,69,82,55
20030403,69,85,53
20030404,64,78,50
20030405,62,75,49
20030406,53,61,45
20030407,42,45,39
20030408,41,44,38
20030409,41,43,39
20030410,45,49,41
20030411,44,47,41
20030412,60,73,46
20030413,56,69,42
20030414,56,72,40
20030415,66,83,48
20030416,70,85,54
20030417,55,68,42
20030418,46,49,42
20030419,53,59,47
20030420,55,69,41
20030421,59,73,44
20030422,63,72,54
20030423,55,67,42
20030424,55,69,40
20030425,59,66,51
20030426,62,67,57
20030427,63,74,52
20030428,63,80,46
20030429,68,82,54
20030430,68,80,55
20030501,71,82,60
20030502,71,81,60
20030503,59,67,51
20030504,55,64,45
20030505,49,56,42
20030506,66,77,55
20030507,70,83,57
20030508,73,85,60
20030509,69,80,58
20030510,69,74,63
20030511,73,84,62
20030512,70,77,63
20030513,63,74,52
20030514,62,77,46
20030515,66,79,53
20030516,66,76,56
20030517,54,56,52
20030518,52,54,50
20030519,60,71,49
20030520,61,75,47
20030521,63,70,56
20030522,58,60,55
20030523,59,60,57
20030524,62,67,57
20030525,65,72,57
20030526,68,75,61
20030527,62,66,57
20030528,62,71,53
20030529,61,68,53
20030530,66,80,52
20030531,68,76,60
20030601,63,73,53
20030602,63,73,52
20030603,63,72,54
20030604,72,80,63
20030605,69,77,60
20030606,68,80,56
20030607,71,76,66
20030608,67,70,63
20030609,73,82,64
20030610,71,83,59
20030611,78,89,67
20030612,78,88,68
20030613,79,87,71
20030614,79,88,70
20030615,77,83,70
20030616,72,77,66
20030617,64,66,62
20030618,71,80,61
20030619,75,81,68
20030620,68,75,61
20030621,66,75,57
20030622,70,80,59
20030623,77,88,66
20030624,79,91,66
20030625,79,93,65
20030626,83,94,71
20030627,81,93,68
20030628,75,82,67
20030629,76,88,63
20030630,82,94,70
20030701,75,82,68
20030702,71,74,67
20030703,74,77,71
20030704,79,92,66
20030705,84,94,73
20030706,83,92,73
20030707,82,92,72
20030708,83,92,73
20030709,83,95,70
20030710,81,94,67
20030711,81,89,72
20030712,78,88,67
20030713,76,84,67
20030714,74,82,65
20030715,78,89,66
20030716,82,92,71
20030717,79,88,70
20030718,79,91,67
20030719,77,85,68
20030720,80,90,69
20030721,81,90,71
20030722,81,91,70
20030723,74,79,69
20030724,74,83,65
20030725,75,85,64
20030726,77,88,66
20030727,82,92,72
20030728,82,91,72
20030729,73,78,68
20030730,68,70,66
20030731,75,81,68
20030801,79,85,73
20030802,78,84,72
20030803,80,87,72
20030804,77,86,68
20030805,76,85,67
20030806,76,85,67
20030807,77,82,71
20030808,76,83,68
20030809,76,80,71
20030810,77,82,71
20030811,77,85,69
20030812,80,88,72
20030813,80,88,72
20030814,82,91,73
20030815,83,91,74
20030816,80,88,71
20030817,79,86,71
20030818,78,84,71
20030819,77,85,68
20030820,76,86,66
20030821,80,90,70
20030822,82,92,72
20030823,76,85,66
20030824,72,81,63
20030825,77,88,62
20030826,80,91,69
20030827,84,95,73
20030828,83,91,71
20030829,82,92,72
20030830,84,94,74
20030831,73,76,70
20030901,80,88,71
20030902,81,89,72
20030903,80,89,71
20030904,74,80,67
20030905,70,78,61
20030906,66,75,57
20030907,69,79,58
20030908,69,78,59
20030909,68,75,61
20030910,66,74,57
20030911,66,78,54
20030912,65,68,62
20030913,73,78,68
20030914,73,78,67
20030915,76,86,66
20030916,69,79,59
20030917,67,78,56
20030918,74,74,65
20030919,74,83,65
20030920,73,86,60
20030921,74,84,63
20030922,71,79,63
20030923,70,80,59
20030924,67,77,56
20030925,71,82,59
20030926,72,83,60
20030927,72,81,63
20030928,66,74,57
20030929,60,69,50
20030930,57,68,45
20031001,58,66,49
20031002,54,64,43
20031003,49,61,36
20031004,58,73,43
20031005,58,70,45
20031006,63,73,53
20031007,64,74,53
20031008,66,78,53
20031009,69,78,59
20031010,64,69,58
20031011,64,66,61
20031012,68,79,57
20031013,65,75,54
20031014,64,73,54
20031015,56,69,42
20031016,55,70,40
20031017,57,69,44
20031018,52,61,43
20031019,56,72,39
20031020,58,71,45
20031021,65,78,52
20031022,56,65,47
20031023,49,57,40
20031024,45,58,32
20031025,50,64,36
20031026,66,71,61
20031027,61,71,51
20031028,50,52,48
20031029,54,65,42
20031030,54,68,39
20031031,60,77,43
20031101,65,82,47
20031102,68,82,53
20031103,65,79,50
20031104,66,80,52
20031105,71,77,64
20031106,69,74,64
20031107,60,65,54
20031108,48,56,40
20031109,41,49,33
20031110,43,55,30
20031111,51,66,36
20031112,66,72,59
20031113,53,67,39
20031114,41,52,29
20031115,47,52,41
20031116,48,53,43
20031117,54,65,43
20031118,56,67,44
20031119,64,73,54
20031120,51,62,39
20031121,56,75,36
20031122,56,71,41
20031123,54,68,40
20031124,58,71,44
20031125,40,48,31
20031126,40,51,29
20031127,48,60,36
20031128,58,72,43
20031129,41,47,34
20031130,46,59,32
20031201,50,61,39
20031202,41,48,33
20031203,31,37,24
20031204,31,36,25
20031205,38,41,35
20031206,34,39,28
20031207,36,45,26
20031208,34,45,23
20031209,40,54,26
20031210,46,58,33
20031211,48,58,38
20031212,38,47,28
20031213,33,38,28
20031214,37,42,31
20031215,41,49,32
20031216,42,56,28
20031217,43,54,32
20031218,37,42,32
20031219,34,39,28
20031220,32,41,23
20031221,34,47,20
20031222,45,59,30
20031223,51,64,38
20031224,50,61,39
20031225,39,44,34
20031226,37,48,25
20031227,42,57,26
20031228,41,54,28
20031229,47,62,31
20031230,44,57,31
20031231,40,53,26
20040101,46,60,32
20040102,49,55,43
20040103,57,73,41
20040104,65,73,57
20040105,55,64,46
20040106,37,46,27
20040107,27,32,21
20040108,32,38,25
20040109,28,32,24
20040110,18,24,12
20040111,21,31,11
20040112,43,57,28
20040113,44,58,29
20040114,31,40,22
20040115,34,40,27
20040116,26,36,16
20040117,30,41,19
20040118,37,42,32
20040119,30,37,22
20040120,27,33,20
20040121,26,34,17
20040122,37,52,21
20040123,27,35,18
20040124,28,34,21
20040125,20,22,17
20040126,21,24,17
20040127,27,31,23
20040128,29,34,23
20040129,36,46,26
20040130,29,37,21
20040131,24,34,14
20040201,27,37,16
20040202,31,43,19
20040203,36,42,30
20040204,38,48,27
20040205,32,40,24
20040206,36,40,31
20040207,43,50,35
20040208,34,42,26
20040209,38,50,26
20040210,46,54,37
20040211,42,50,34
20040212,36,40,32
20040213,41,55,27
20040214,46,52,39
20040215,34,43,25
20040216,29,36,21
20040217,29,35,22
20040218,38,49,27
20040219,43,59,26
20040220,50,70,29
20040221,52,61,43
20040222,40,52,27
20040223,39,49,28
20040224,43,50,35
20040225,38,47,28
20040226,33,38,27
20040227,42,51,33
20040228,44,58,30
20040229,49,70,28
20040301,54,71,36
20040302,63,69,56
20040303,58,70,45
20040304,67,82,52
20040305,65,80,49
20040306,63,72,53
20040307,51,65,37
20040308,43,52,33
20040309,39,50,27
20040310,37,42,31
20040311,46,61,30
20040312,48,59,36
20040313,41,53,28
20040314,45,60,30
20040315,57,65,49
20040316,43,50,36
20040317,42,44,36
20040318,47,59,35
20040319,44,52,36
20040320,48,65,31
20040321,49,61,36
20040322,37,44,29
20040323,37,52,21
20040324,49,66,31
20040325,60,74,46
20040326,65,79,50
20040327,66,74,57
20040328,53,63,43
20040329,47,51,42
20040330,46,51,41
20040331,49,52,46
20040401,52,57,46
20040402,46,48,44
20040403,51,59,43
20040404,49,57,40
20040405,45,52,38
20040406,47,64,30
20040407,59,78,39
20040408,61,71,50
20040409,57,71,42
20040410,52,61,42
20040411,48,52,44
20040412,47,50,44
20040413,52,59,45
20040414,50,55,45
20040415,55,66,44
20040416,54,70,38
20040417,65,84,46
20040418,73,89,57
20040419,76,90,62
20040420,73,87,58
20040421,74,87,61
20040422,74,86,62
20040423,77,87,66
20040424,69,78,59
20040425,64,75,53
20040426,68,78,57
20040427,58,70,45
20040428,52,67,37
20040429,68,77,48
20040430,67,78,56
20040501,72,79,64
20040502,75,84,66
20040503,58,67,48
20040504,53,64,41
20040505,61,76,46
20040506,66,80,52
20040507,75,90,59
20040508,63,71,55
20040509,71,87,55
20040510,77,89,64
20040511,76,87,64
20040512,75,87,62
20040513,75,86,64
20040514,78,88,68
20040515,77,88,66
20040516,76,87,64
20040517,75,85,64
20040518,77,86,67
20040519,77,85,68
20040520,73,78,68
20040521,77,90,64
20040522,78,89,66
20040523,82,91,72
20040524,82,92,71
20040525,83,93,72
20040526,80,91,67
20040527,78,85,66
20040528,76,84,67
20040529,68,76,60
20040530,65,72,57
20040531,78,86,69
20040601,73,84,62
20040602,74,87,60
20040603,76,85,67
20040604,67,69,65
20040605,64,66,61
20040606,68,79,56
20040607,72,81,62
20040608,74,86,62
20040609,80,92,68
20040610,80,89,70
20040611,77,87,66
20040612,,77,61
20040613,67,81,57
20040614,78,85,71
20040615,79,86,72
20040616,79,84,73
20040617,84,91,76
20040618,84,93,74
20040619,80,87,73
20040620,70,78,61
20040621,70,82,58
20040622,78,88,68
20040623,77,82,71
20040624,78,86,69
20040625,75,81,69
20040626,74,82,66
20040627,70,81,59
20040628,72,81,63
20040629,75,84,66
20040630,76,85,66
20040701,76,87,65
20040702,81,90,71
20040703,79,89,68
20040704,78,84,72
20040705,83,93,72
20040706,82,92,72
20040707,80,90,70
20040708,80,93,66
20040709,80,91,69
20040710,81,89,72
20040711,81,88,73
20040712,82,91,72
20040713,82,90,74
20040714,81,92,69
20040715,77,86,67
20040716,76,87,65
20040717,76,88,63
20040718,76,83,68
20040719,76,84,67
20040720,76,86,66
20040721,78,88,68
20040722,81,91,70
20040723,77,81,72
20040724,74,77,70
20040725,75,78,71
20040726,76,80,71
20040727,81,90,72
20040728,79,84,73
20040729,81,88,73
20040730,81,89,72
20040731,82,90,73
20040801,80,88,72
20040802,80,87,73
20040803,80,86,73
20040804,82,91,73
20040805,74,79,69
20040806,68,75,60
20040807,68,79,57
20040808,72,83,60
20040809,76,85,66
20040810,77,89,65
20040811,78,89,67
20040812,78,85,70
20040813,75,80,69
20040814,67,69,64
20040815,67,70,64
20040816,75,82,67
20040817,72,79,65
